Year,Year ending,Local Government Area,Offence Subdivision,Offence Group,CSA Drug Type,Offence Count
2023,December,Darebin,C30 Drug use and possession,C31 Drug use,Cannabis,1
2023,December,Darebin,C30 Drug use and possession,C31 Drug use,Cocaine,1
2023,December,Darebin,C30 Drug use and possession,C31 Drug use,Methylamphetamine,4
2023,December,Darebin,C30 Drug use and possession,C31 Drug use,Not Recorded,1
2023,December,Darebin,C30 Drug use and possession,C32 Drug possession,Amphetamine,8
2023,December,Darebin,C30 Drug use and possession,C32 Drug possession,Cannabis,186
2023,December,Darebin,C30 Drug use and possession,C32 Drug possession,Cocaine,22
2023,December,Darebin,C30 Drug use and possession,C32 Drug possession,Ecstasy,14
2023,December,Darebin,C30 Drug use and possession,C32 Drug possession,GHB,43
2023,December,Darebin,C30 Drug use and possession,C32 Drug possession,Heroin,18
2023,December,Darebin,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,150
2023,December,Darebin,C30 Drug use and possession,C32 Drug possession,Not Recorded,27
2023,December,Darebin,C30 Drug use and possession,C32 Drug possession,Other,14
2023,December,Darebin,C30 Drug use and possession,C32 Drug possession,Prescription,191
2023,December,East Gippsland,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,3
2023,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2023,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,10
2023,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,3
2023,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,10
2023,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,7
2023,December,East Gippsland,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,17
2023,December,East Gippsland,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,8
2023,December,East Gippsland,C30 Drug use and possession,C31 Drug use,GHB,1
2023,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Amphetamine,8
2023,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Cannabis,118
2023,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Cocaine,3
2023,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Ecstasy,7
2023,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,GHB,5
2023,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Heroin,1
2023,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,51
2023,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Not Recorded,22
2023,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Other,3
2023,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Prescription,36
2023,December,Frankston,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,4
2023,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2023,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,14
2023,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,5
2023,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,3
2023,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,14
2023,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,33
2023,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,5
2023,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,2
2023,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,2
2023,December,Frankston,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,23
2023,December,Frankston,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,65
2023,December,Frankston,C30 Drug use and possession,C31 Drug use,Cannabis,2
2023,December,Frankston,C30 Drug use and possession,C32 Drug possession,Amphetamine,9
2023,December,Frankston,C30 Drug use and possession,C32 Drug possession,Cannabis,201
2023,December,Frankston,C30 Drug use and possession,C32 Drug possession,Cocaine,14
2023,December,Frankston,C30 Drug use and possession,C32 Drug possession,Ecstasy,29
2023,December,Frankston,C30 Drug use and possession,C32 Drug possession,GHB,60
2023,December,Frankston,C30 Drug use and possession,C32 Drug possession,Heroin,11
2023,December,Frankston,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,168
2023,December,Frankston,C30 Drug use and possession,C32 Drug possession,Not Recorded,51
2023,December,Frankston,C30 Drug use and possession,C32 Drug possession,Other,37
2023,December,Frankston,C30 Drug use and possession,C32 Drug possession,Prescription,160
2023,December,Frankston,C90 Other drug offences,C99 Other drug offences,Not Coded,2
2023,December,Gannawarra,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,2
2023,December,Gannawarra,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,1
2023,December,Gannawarra,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,2
2023,December,Gannawarra,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,2
2023,December,Gannawarra,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,4
2023,December,Gannawarra,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,5
2023,December,Gannawarra,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,1
2023,December,Gannawarra,C30 Drug use and possession,C31 Drug use,Cannabis,1
2023,December,Gannawarra,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2023,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Cannabis,16
2023,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Ecstasy,1
2023,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,GHB,4
2023,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,9
2023,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Not Recorded,5
2023,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Prescription,2
2023,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2023,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,9
2023,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,8
2023,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,3
2023,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,6
2023,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,2
2023,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,10
2023,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,2
2023,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,5
2023,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,2
2023,December,Glen Eira,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,14
2023,December,Glen Eira,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,19
2023,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Amphetamine,1
2023,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Cannabis,97
2023,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Cocaine,19
2023,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Ecstasy,10
2023,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,GHB,19
2023,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Heroin,8
2023,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,53
2023,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Not Recorded,24
2023,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Other,10
2023,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Prescription,63
2023,December,Glen Eira,C90 Other drug offences,C99 Other drug offences,Not Coded,1
2023,December,Glenelg,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,4
2023,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,2
2023,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,12
2023,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,3
2023,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,9
2023,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,2
2023,December,Glenelg,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,14
2023,December,Glenelg,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,1
2023,December,Glenelg,C30 Drug use and possession,C31 Drug use,Cannabis,2
2023,December,Glenelg,C30 Drug use and possession,C31 Drug use,Methylamphetamine,2
2023,December,Glenelg,C30 Drug use and possession,C31 Drug use,Not Recorded,1
2023,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Amphetamine,2
2023,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Cannabis,41
2023,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Cocaine,3
2023,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Ecstasy,1
2023,December,Glenelg,C30 Drug use and possession,C32 Drug possession,GHB,6
2023,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,16
2023,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Not Recorded,4
2023,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Prescription,16
2023,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,Amphetamine,2
2023,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,Cannabis,7
2023,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,Ecstasy,2
2023,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,Heroin,1
2023,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,3
2023,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,Other,2
2023,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,Prescription,4
2023,December,Greater Bendigo,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,3
2023,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,3
2023,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,7
2023,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,2
2023,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,4
2023,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,21
2023,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,133
2023,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,8
2023,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,3
2023,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,5
2023,December,Greater Bendigo,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,12
2023,December,Greater Bendigo,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,36
2023,December,Greater Bendigo,C30 Drug use and possession,C31 Drug use,Amphetamine,1
2023,December,Greater Bendigo,C30 Drug use and possession,C31 Drug use,Cannabis,1
2023,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Amphetamine,2
2023,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Cannabis,133
2023,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Cocaine,5
2023,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Ecstasy,12
2023,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,GHB,33
2023,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Heroin,2
2023,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,118
2023,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Not Recorded,26
2023,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Other,17
2023,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Prescription,76
2023,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2023,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,18
2023,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,12
2023,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,2
2023,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,9
2023,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,7
2023,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,29
2023,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,7
2023,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,2
2023,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,1
2023,December,Greater Dandenong,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,21
2023,December,Greater Dandenong,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,58
2023,December,Greater Dandenong,C30 Drug use and possession,C31 Drug use,Amphetamine,1
2023,December,Greater Dandenong,C30 Drug use and possession,C31 Drug use,Cannabis,2
2023,December,Greater Dandenong,C30 Drug use and possession,C31 Drug use,Heroin,1
2023,December,Greater Dandenong,C30 Drug use and possession,C31 Drug use,Prescription,1
2023,December,Greater Dandenong,C30 Drug use and possession,C32 Drug possession,Amphetamine,18
2023,December,Greater Dandenong,C30 Drug use and possession,C32 Drug possession,Cannabis,346
2023,December,Greater Dandenong,C30 Drug use and possession,C32 Drug possession,Cocaine,32
2023,December,Greater Dandenong,C30 Drug use and possession,C32 Drug possession,Ecstasy,26
2023,December,Greater Dandenong,C30 Drug use and possession,C32 Drug possession,GHB,47
2023,December,Greater Dandenong,C30 Drug use and possession,C32 Drug possession,Heroin,129
2023,December,Greater Dandenong,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,325
2023,December,Greater Dandenong,C30 Drug use and possession,C32 Drug possession,Not Recorded,72
2023,December,Greater Dandenong,C30 Drug use and possession,C32 Drug possession,Other,25
2023,December,Greater Dandenong,C30 Drug use and possession,C32 Drug possession,Prescription,201
2023,December,Greater Dandenong,C90 Other drug offences,C99 Other drug offences,Not Coded,4
2023,December,Greater Geelong,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,4
2023,December,Greater Geelong,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,2
2023,December,Greater Geelong,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,14
2023,December,Greater Geelong,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,8
2023,December,Greater Geelong,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,6
2023,December,Greater Geelong,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,12
