Year,Year ending,Local Government Area,Investigation Status,Offence Count
2015,December,Wodonga,Arrest/Summons,2126
2015,December,Wodonga,Not authorised,165
2015,December,Wodonga,Other,250
2015,December,Wodonga,Unsolved,1013
2015,December,Wyndham,Arrest/Summons,6414
2015,December,Wyndham,Not authorised,591
2015,December,Wyndham,Other,637
2015,December,Wyndham,Unsolved,6673
2015,December,Yarra,Arrest/Summons,5729
2015,December,Yarra,Not authorised,526
2015,December,Yarra,Other,876
2015,December,Yarra,Unsolved,5823
2015,December,Yarra Ranges,Arrest/Summons,4283
2015,December,Yarra Ranges,Not authorised,596
2015,December,Yarra Ranges,Other,548
2015,December,Yarra Ranges,Unsolved,2482
2015,December,Yarriambiack,Arrest/Summons,251
2015,December,Yarriambiack,Not authorised,45
2015,December,Yarriambiack,Other,43
2015,December,Yarriambiack,Unsolved,120
2014,December,Alpine,Arrest/Summons,307
2014,December,Alpine,Not authorised,23
2014,December,Alpine,Other,56
2014,December,Alpine,Unsolved,81
2014,December,Ararat,Arrest/Summons,520
2014,December,Ararat,Not authorised,81
2014,December,Ararat,Other,168
2014,December,Ararat,Unsolved,249
2014,December,Ballarat,Arrest/Summons,4913
2014,December,Ballarat,Not authorised,559
2014,December,Ballarat,Other,1088
2014,December,Ballarat,Unsolved,3661
2014,December,Banyule,Arrest/Summons,4416
2014,December,Banyule,Not authorised,473
2014,December,Banyule,Other,617
2014,December,Banyule,Unsolved,3426
2014,December,Bass Coast,Arrest/Summons,1238
2014,December,Bass Coast,Not authorised,265
2014,December,Bass Coast,Other,321
2014,December,Bass Coast,Unsolved,748
2014,December,Baw Baw,Arrest/Summons,2358
2014,December,Baw Baw,Not authorised,239
2014,December,Baw Baw,Other,410
2014,December,Baw Baw,Unsolved,803
2014,December,Bayside,Arrest/Summons,1604
2014,December,Bayside,Not authorised,261
2014,December,Bayside,Other,442
2014,December,Bayside,Unsolved,1953
2014,December,Benalla,Arrest/Summons,670
2014,December,Benalla,Not authorised,93
2014,December,Benalla,Other,111
2014,December,Benalla,Unsolved,290
2014,December,Boroondara,Arrest/Summons,2145
2014,December,Boroondara,Not authorised,323
2014,December,Boroondara,Other,452
2014,December,Boroondara,Unsolved,3869
2014,December,Brimbank,Arrest/Summons,8212
2014,December,Brimbank,Not authorised,737
2014,December,Brimbank,Other,799
2014,December,Brimbank,Unsolved,7618
2014,December,Buloke,Arrest/Summons,91
2014,December,Buloke,Not authorised,14
2014,December,Buloke,Other,36
2014,December,Buloke,Unsolved,75
2014,December,Campaspe,Arrest/Summons,1269
2014,December,Campaspe,Not authorised,133
2014,December,Campaspe,Other,373
2014,December,Campaspe,Unsolved,1173
2014,December,Cardinia,Arrest/Summons,2706
2014,December,Cardinia,Not authorised,441
2014,December,Cardinia,Other,624
2014,December,Cardinia,Unsolved,1824
2014,December,Casey,Arrest/Summons,7696
2014,December,Casey,Not authorised,1584
2014,December,Casey,Other,1609
2014,December,Casey,Unsolved,6722
2014,December,Central Goldfields,Arrest/Summons,602
2014,December,Central Goldfields,Not authorised,109
2014,December,Central Goldfields,Other,108
2014,December,Central Goldfields,Unsolved,278
2014,December,Colac-Otway,Arrest/Summons,771
2014,December,Colac-Otway,Not authorised,170
2014,December,Colac-Otway,Other,197
2014,December,Colac-Otway,Unsolved,396
2014,December,Corangamite,Arrest/Summons,335
2014,December,Corangamite,Not authorised,73
2014,December,Corangamite,Other,50
2014,December,Corangamite,Unsolved,213
2014,December,Darebin,Arrest/Summons,5950
2014,December,Darebin,Not authorised,662
2014,December,Darebin,Other,857
2014,December,Darebin,Unsolved,7011
2014,December,East Gippsland,Arrest/Summons,1886
2014,December,East Gippsland,Not authorised,527
2014,December,East Gippsland,Other,437
2014,December,East Gippsland,Unsolved,1063
2014,December,Frankston,Arrest/Summons,8468
2014,December,Frankston,Not authorised,764
2014,December,Frankston,Other,1657
2014,December,Frankston,Unsolved,4001
2014,December,Gannawarra,Arrest/Summons,291
2014,December,Gannawarra,Not authorised,35
2014,December,Gannawarra,Other,83
2014,December,Gannawarra,Unsolved,137
2014,December,Glen Eira,Arrest/Summons,1759
2014,December,Glen Eira,Not authorised,336
2014,December,Glen Eira,Other,533
2014,December,Glen Eira,Unsolved,2724
2014,December,Glenelg,Arrest/Summons,819
2014,December,Glenelg,Not authorised,105
2014,December,Glenelg,Other,186
2014,December,Glenelg,Unsolved,620
2014,December,Golden Plains,Arrest/Summons,170
2014,December,Golden Plains,Not authorised,46
2014,December,Golden Plains,Other,33
2014,December,Golden Plains,Unsolved,328
2014,December,Greater Bendigo,Arrest/Summons,4741
2014,December,Greater Bendigo,Not authorised,480
2014,December,Greater Bendigo,Other,1053
2014,December,Greater Bendigo,Unsolved,2354
2014,December,Greater Dandenong,Arrest/Summons,8051
2014,December,Greater Dandenong,Not authorised,1112
2014,December,Greater Dandenong,Other,1512
2014,December,Greater Dandenong,Unsolved,5285
2014,December,Greater Geelong,Arrest/Summons,7239
2014,December,Greater Geelong,Not authorised,881
2014,December,Greater Geelong,Other,1618
2014,December,Greater Geelong,Unsolved,8771
2014,December,Greater Shepparton,Arrest/Summons,3591
2014,December,Greater Shepparton,Not authorised,399
2014,December,Greater Shepparton,Other,674
2014,December,Greater Shepparton,Unsolved,2597
2014,December,Hepburn,Arrest/Summons,254
2014,December,Hepburn,Not authorised,47
2014,December,Hepburn,Other,55
2014,December,Hepburn,Unsolved,260
2014,December,Hindmarsh,Arrest/Summons,129
2014,December,Hindmarsh,Not authorised,20
2014,December,Hindmarsh,Other,31
2014,December,Hindmarsh,Unsolved,48
2014,December,Hobsons Bay,Arrest/Summons,3046
2014,December,Hobsons Bay,Not authorised,427
2014,December,Hobsons Bay,Other,526
2014,December,Hobsons Bay,Unsolved,3026
2014,December,Horsham,Arrest/Summons,1345
2014,December,Horsham,Not authorised,228
2014,December,Horsham,Other,311
2014,December,Horsham,Unsolved,495
2014,December,Hume,Arrest/Summons,8474
2014,December,Hume,Not authorised,978
2014,December,Hume,Other,1087
2014,December,Hume,Unsolved,7221
2014,December,Indigo,Arrest/Summons,213
2014,December,Indigo,Not authorised,22
2014,December,Indigo,Other,55
2014,December,Indigo,Unsolved,151
2014,December,Kingston,Arrest/Summons,4364
2014,December,Kingston,Not authorised,640
2014,December,Kingston,Other,965
2014,December,Kingston,Unsolved,3497
2014,December,Knox,Arrest/Summons,4553
2014,December,Knox,Not authorised,595
2014,December,Knox,Other,754
2014,December,Knox,Unsolved,3638
2014,December,Latrobe,Arrest/Summons,7225
2014,December,Latrobe,Not authorised,954
2014,December,Latrobe,Other,1143
2014,December,Latrobe,Unsolved,2561
2014,December,Loddon,Arrest/Summons,373
2014,December,Loddon,Not authorised,23
2014,December,Loddon,Other,40
2014,December,Loddon,Unsolved,95
2014,December,Macedon Ranges,Arrest/Summons,1059
2014,December,Macedon Ranges,Not authorised,145
2014,December,Macedon Ranges,Other,161
2014,December,Macedon Ranges,Unsolved,723
2014,December,Manningham,Arrest/Summons,1614
2014,December,Manningham,Not authorised,249
2014,December,Manningham,Other,351
2014,December,Manningham,Unsolved,1812
2014,December,Mansfield,Arrest/Summons,251
2014,December,Mansfield,Not authorised,44
2014,December,Mansfield,Other,79
2014,December,Mansfield,Unsolved,197
2014,December,Maribyrnong,Arrest/Summons,3470
2014,December,Maribyrnong,Not authorised,333
2014,December,Maribyrnong,Other,789
2014,December,Maribyrnong,Unsolved,3563
2014,December,Maroondah,Arrest/Summons,3839
2014,December,Maroondah,Not authorised,396
2014,December,Maroondah,Other,694
2014,December,Maroondah,Unsolved,2833
2014,December,Melbourne,Arrest/Summons,16351
2014,December,Melbourne,Not authorised,1159
2014,December,Melbourne,Other,5499
2014,December,Melbourne,Unsolved,10054
2014,December,Melton,Arrest/Summons,4391
2014,December,Melton,Not authorised,539
2014,December,Melton,Other,505
2014,December,Melton,Unsolved,4391
2014,December,Merri-bek,Arrest/Summons,4352
2014,December,Merri-bek,Not authorised,798
2014,December,Merri-bek,Other,739
2014,December,Merri-bek,Unsolved,6807
2014,December,Mildura,Arrest/Summons,2765
2014,December,Mildura,Not authorised,348
2014,December,Mildura,Other,794
2014,December,Mildura,Unsolved,2028
2014,December,Mitchell,Arrest/Summons,1730
2014,December,Mitchell,Not authorised,365
2014,December,Mitchell,Other,309
2014,December,Mitchell,Unsolved,885
2014,December,Moira,Arrest/Summons,738
2014,December,Moira,Not authorised,87
2014,December,Moira,Other,199
2014,December,Moira,Unsolved,399
2014,December,Monash,Arrest/Summons,3705
2014,December,Monash,Not authorised,456
2014,December,Monash,Other,546
2014,December,Monash,Unsolved,4441
2014,December,Moonee Valley,Arrest/Summons,3524
2014,December,Moonee Valley,Not authorised,439
2014,December,Moonee Valley,Other,655
2014,December,Moonee Valley,Unsolved,3865
2014,December,Moorabool,Arrest/Summons,824
2014,December,Moorabool,Not authorised,179
2014,December,Moorabool,Other,148
2014,December,Moorabool,Unsolved,770
2014,December,Mornington Peninsula,Arrest/Summons,4899
2014,December,Mornington Peninsula,Not authorised,822
2014,December,Mornington Peninsula,Other,1311
2014,December,Mornington Peninsula,Unsolved,3409
2014,December,Mount Alexander,Arrest/Summons,583
2014,December,Mount Alexander,Not authorised,45
2014,December,Mount Alexander,Other,107
2014,December,Mount Alexander,Unsolved,277
2014,December,Moyne,Arrest/Summons,302
2014,December,Moyne,Not authorised,56
2014,December,Moyne,Other,70
2014,December,Moyne,Unsolved,218
2014,December,Murrindindi,Arrest/Summons,331
2014,December,Murrindindi,Not authorised,59
2014,December,Murrindindi,Other,96
2014,December,Murrindindi,Unsolved,185
2014,December,Nillumbik,Arrest/Summons,820
2014,December,Nillumbik,Not authorised,187
2014,December,Nillumbik,Other,127
2014,December,Nillumbik,Unsolved,917
2014,December,Northern Grampians,Arrest/Summons,473
2014,December,Northern Grampians,Not authorised,112
2014,December,Northern Grampians,Other,141
2014,December,Northern Grampians,Unsolved,210
2014,December,Port Phillip,Arrest/Summons,4672
2014,December,Port Phillip,Not authorised,741
2014,December,Port Phillip,Other,1292
2014,December,Port Phillip,Unsolved,5158
2014,December,Pyrenees,Arrest/Summons,196
2014,December,Pyrenees,Not authorised,33
2014,December,Pyrenees,Other,21
2014,December,Pyrenees,Unsolved,201
2014,December,Queenscliffe,Arrest/Summons,43
2014,December,Queenscliffe,Not authorised,3
2014,December,Queenscliffe,Other,11
2014,December,Queenscliffe,Unsolved,69
2014,December,South Gippsland,Arrest/Summons,649
2014,December,South Gippsland,Not authorised,94
2014,December,South Gippsland,Other,100
2014,December,South Gippsland,Unsolved,358
2014,December,Southern Grampians,Arrest/Summons,513
2014,December,Southern Grampians,Not authorised,74
2014,December,Southern Grampians,Other,144
2014,December,Southern Grampians,Unsolved,222
2014,December,Stonnington,Arrest/Summons,3922
2014,December,Stonnington,Not authorised,416
2014,December,Stonnington,Other,993
2014,December,Stonnington,Unsolved,4279
2014,December,Strathbogie,Arrest/Summons,236
2014,December,Strathbogie,Not authorised,61
2014,December,Strathbogie,Other,46
2014,December,Strathbogie,Unsolved,150
2014,December,Surf Coast,Arrest/Summons,621
2014,December,Surf Coast,Not authorised,84
2014,December,Surf Coast,Other,139
2014,December,Surf Coast,Unsolved,567
2014,December,Swan Hill,Arrest/Summons,1327
2014,December,Swan Hill,Not authorised,177
2014,December,Swan Hill,Other,300
2014,December,Swan Hill,Unsolved,393
2014,December,Towong,Arrest/Summons,101
2014,December,Towong,Not authorised,17
2014,December,Towong,Other,23
2014,December,Towong,Unsolved,55
2014,December,Wangaratta,Arrest/Summons,1448
2014,December,Wangaratta,Not authorised,179
2014,December,Wangaratta,Other,415
2014,December,Wangaratta,Unsolved,469
2014,December,Warrnambool,Arrest/Summons,1790
2014,December,Warrnambool,Not authorised,212
2014,December,Warrnambool,Other,284
2014,December,Warrnambool,Unsolved,715
2014,December,Wellington,Arrest/Summons,1768
2014,December,Wellington,Not authorised,439
2014,December,Wellington,Other,346
2014,December,Wellington,Unsolved,1349
2014,December,West Wimmera,Arrest/Summons,138
2014,December,West Wimmera,Not authorised,9
2014,December,West Wimmera,Other,11
2014,December,West Wimmera,Unsolved,36
2014,December,Whitehorse,Arrest/Summons,2906
2014,December,Whitehorse,Not authorised,330
2014,December,Whitehorse,Other,569
2014,December,Whitehorse,Unsolved,3523
2014,December,Whittlesea,Arrest/Summons,5708
2014,December,Whittlesea,Not authorised,1085
2014,December,Whittlesea,Other,826
2014,December,Whittlesea,Unsolved,5972
2014,December,Wodonga,Arrest/Summons,1794
2014,December,Wodonga,Not authorised,154
2014,December,Wodonga,Other,253
2014,December,Wodonga,Unsolved,970
2014,December,Wyndham,Arrest/Summons,5625
2014,December,Wyndham,Not authorised,575
2014,December,Wyndham,Other,646
2014,December,Wyndham,Unsolved,6127
2014,December,Yarra,Arrest/Summons,5574
2014,December,Yarra,Not authorised,528
2014,December,Yarra,Other,1187
2014,December,Yarra,Unsolved,5570
2014,December,Yarra Ranges,Arrest/Summons,3216
2014,December,Yarra Ranges,Not authorised,527
2014,December,Yarra Ranges,Other,704
2014,December,Yarra Ranges,Unsolved,2608
2014,December,Yarriambiack,Arrest/Summons,228
2014,December,Yarriambiack,Not authorised,25
2014,December,Yarriambiack,Other,31
2014,December,Yarriambiack,Unsolved,71
